video_id,interval,event_attributes,event
1606b0e6_1,"[1826.11, 1828.61]",pass,play
1606b0e6_1,"[1829.97, 1834.8]",pass,play
1606b0e6_1,"[1835.42, 1837.92]",pass,play
1606b0e6_1,"[1838.09, 1840.59]",pass,play
1606b0e6_1,"[1840.9, 1843.4]",pass,play
1606b0e6_1,"[1853.36, 1855.86]",pass,play
1606b0e6_1,"[1860.71, 1864.78]",pass,play
1606b0e6_1,"[1865.78, 1868.28]",opponent_dispossessed,challenge
1606b0e6_1,"[1874.09, 1878.39]",pass,play
1606b0e6_1,"[1878.5, 1881.0]",pass,play
1606b0e6_1,"[1881.08, 1883.58]",pass,play
1606b0e6_1,"[1885.56, 1888.06]",pass,play
1606b0e6_1,"[1893.24, 1895.95]",pass,play
1606b0e6_1,"[1895.95, 1898.06]",ball_action_forced,challenge
1606b0e6_1,"[1960.66, 1963.16]",cross,throwin
1606b0e6_1,"[1972.38, 1974.88]",pass,play
1606b0e6_1,"[1975.52, 1978.02]",pass,play
1606b0e6_1,"[1981.06, 1983.56]",pass,play
1606b0e6_1,"[1985.22, 1989.1]",pass,play
1606b0e6_1,"[1991.99, 1994.49]",pass,play
1606b0e6_1,"[1996.17, 1998.67]",pass,play
1606b0e6_1,"[2002.37, 2004.87]",pass,play
1606b0e6_1,"[2005.68, 2007.87]",pass,play
1606b0e6_1,"[2007.87, 2010.17]",possession_retained,challenge
1606b0e6_1,"[2010.96, 2014.43]",cross,play
1606b0e6_1,"[2015.04, 2017.54]",pass,play
1606b0e6_1,"[2077.38, 2079.88]",pass,play
1606b0e6_1,"[2081.38, 2083.88]",pass,play
1606b0e6_1,"[2084.19, 2086.69]",pass,play
1606b0e6_1,"[2086.73, 2089.23]",pass,play
1606b0e6_1,"[2090.96, 2093.46]",pass,play
1606b0e6_1,"[2095.58, 2098.08]",opponent_rounded,challenge
1606b0e6_1,"[2099.08, 2101.58]",pass,play
1606b0e6_1,"[2106.24, 2108.74]",pass,throwin
1606b0e6_1,"[2110.35, 2114.97]",pass,play
1606b0e6_1,"[2117.08, 2119.58]",opponent_rounded,challenge
1606b0e6_1,"[2127.29, 2129.79]",ball_action_forced,challenge
1606b0e6_1,"[2129.9, 2132.75]",ball_action_forced,challenge
1606b0e6_1,"[2132.75, 2134.56]",pass,play
1606b0e6_1,"[2141.44, 2143.94]",pass,play
1606b0e6_1,"[2144.96, 2149.95]",pass,play
1606b0e6_1,"[2152.28, 2158.97]",pass,play
1606b0e6_1,"[2161.31, 2165.97]",pass,play
1606b0e6_1,"[2166.75, 2169.25]",pass,play
1606b0e6_1,"[2172.31, 2176.69]",pass,play
1606b0e6_1,"[2180.78, 2185.53]",pass,play
1606b0e6_1,"[2189.47, 2191.97]",pass,play
1606b0e6_1,"[2192.38, 2194.88]",pass,play
1606b0e6_1,"[2199.13, 2203.86]",pass,play
1606b0e6_1,"[2204.42, 2206.92]",pass,play
1606b0e6_1,"[2207.22, 2211.29]",pass,play
1606b0e6_1,"[2228.98, 2237.55]",pass,play
1606b0e6_1,"[2238.03, 2242.99]",pass,play
1606b0e6_1,"[2248.65, 2251.15]",pass,play
1606b0e6_1,"[2251.65, 2254.15]",pass,play
1606b0e6_1,"[2257.4, 2259.9]",pass,play
1606b0e6_1,"[2260.75, 2265.39]",pass,play
1606b0e6_1,"[2266.35, 2270.33]",pass,play
1606b0e6_1,"[2271.1, 2272.83]",pass,play
1606b0e6_1,"[2272.83, 2274.52]",possession_retained,challenge
1606b0e6_1,"[2280.55, 2283.05]",pass,play
1606b0e6_1,"[2283.76, 2285.99]",pass,play
1606b0e6_1,"[2285.99, 2287.82]",fouled,challenge
1606b0e6_1,"[2356.31, 2358.81]",pass,play
1606b0e6_1,"[2362.59, 2365.09]",pass,play
1606b0e6_1,"[2383.05, 2391.94]",pass,play
1606b0e6_1,"[2394.47, 2396.23]",pass,play
1606b0e6_1,"[2396.23, 2398.43]",ball_action_forced,challenge
1606b0e6_1,"[2398.43, 2400.67]",pass,play
1606b0e6_1,"[2403.42, 2405.92]",pass,play
1606b0e6_1,"[2416.0, 2418.5]",pass,throwin
1606b0e6_1,"[2418.73, 2421.23]",ball_action_forced,challenge
1606b0e6_1,"[2421.61, 2424.11]",pass,play
1606b0e6_1,"[2425.71, 2428.21]",opponent_dispossessed,challenge
1606b0e6_1,"[2437.91, 2442.33]",pass,play
1606b0e6_1,"[2443.59, 2446.09]",pass,play
1606b0e6_1,"[2464.23, 2470.79]",pass,play
1606b0e6_1,"[2472.33, 2474.83]",opponent_dispossessed,challenge
1606b0e6_1,"[2480.8, 2482.05]",pass,throwin
1606b0e6_1,"[2482.05, 2484.59]",pass,play
1606b0e6_1,"[2486.91, 2489.41]",pass,play
1606b0e6_1,"[2490.06, 2494.75]",pass,play
1606b0e6_1,"[2495.74, 2497.43]",possession_retained,challenge
1606b0e6_1,"[2497.43, 2499.62]",pass,play
1606b0e6_1,"[2500.18, 2502.39]",cross,play
1606b0e6_1,"[2502.39, 2504.88]",ball_action_forced,challenge
1606b0e6_1,"[2511.17, 2514.86]",opponent_rounded,challenge
1606b0e6_1,"[2515.18, 2517.68]",opponent_dispossessed,challenge
1606b0e6_1,"[2519.52, 2522.02]",pass,throwin
1606b0e6_1,"[2523.16, 2525.66]",pass,play
1606b0e6_1,"[2528.7, 2531.2]",pass,play
1606b0e6_1,"[2532.32, 2534.82]",pass,play
1606b0e6_1,"[2536.21, 2540.76]",pass,play
1606b0e6_1,"[2546.21, 2550.67]",pass,play
1606b0e6_1,"[2550.95, 2553.45]",opponent_dispossessed,challenge
1606b0e6_1,"[2555.49, 2557.99]",cross,play
1606b0e6_1,"[2561.26, 2563.76]",pass,play
1606b0e6_1,"[2567.37, 2569.87]",pass,play
1606b0e6_1,"[2572.27, 2579.84]",pass,play
1606b0e6_1,"[2581.08, 2583.58]",pass,play
1606b0e6_1,"[2601.43, 2604.07]",pass,throwin
1606b0e6_1,"[2604.07, 2605.9]",opponent_dispossessed,challenge
1606b0e6_1,"[2616.62, 2619.12]",pass,play
1606b0e6_1,"[2623.05, 2625.55]",pass,play
1606b0e6_1,"[2628.15, 2630.65]",pass,play
1606b0e6_1,"[2633.06, 2635.56]",pass,play
1606b0e6_1,"[2639.81, 2642.31]",possession_retained,challenge
1606b0e6_1,"[2647.9, 2650.4]",pass,play
1606b0e6_1,"[2650.44, 2654.67]",pass,play
1606b0e6_1,"[2655.15, 2657.65]",pass,play
1606b0e6_1,"[2662.42, 2664.92]",opponent_dispossessed,challenge
1606b0e6_1,"[2679.12, 2681.62]",cross,throwin
1606b0e6_1,"[2683.37, 2685.87]",pass,play
1606b0e6_1,"[2688.6, 2691.1]",pass,play
1606b0e6_1,"[2694.06, 2696.56]",pass,play
1606b0e6_1,"[2697.44, 2702.29]",pass,play
1606b0e6_1,"[2709.0, 2711.5]",pass,throwin
1606b0e6_1,"[2715.37, 2717.87]",pass,play
1606b0e6_1,"[2719.69, 2721.99]",pass,play
1606b0e6_1,"[2721.99, 2723.99]",opponent_rounded,challenge
1606b0e6_1,"[2723.99, 2726.09]",pass,play
1606b0e6_1,"[2726.14, 2727.83]",pass,play
1606b0e6_1,"[2727.83, 2729.85]",ball_action_forced,challenge
1606b0e6_1,"[2731.15, 2733.65]",pass,play
1606b0e6_1,"[2733.85, 2736.35]",pass,play
1606b0e6_1,"[2745.8, 2748.3]",pass,play
1606b0e6_1,"[2750.56, 2755.19]",pass,play
1606b0e6_1,"[2755.22, 2757.72]",pass,play
1606b0e6_1,"[2758.65, 2763.41]",pass,play
1606b0e6_1,"[2766.82, 2769.32]",pass,play
1606b0e6_1,"[2770.96, 2773.46]",pass,play
1606b0e6_1,"[2773.49, 2775.99]",pass,play
1606b0e6_1,"[2776.55, 2779.05]",pass,play
1606b0e6_1,"[2780.57, 2785.1]",pass,play
1606b0e6_1,"[2786.46, 2788.96]",pass,play
1606b0e6_1,"[2789.35, 2791.85]",ball_action_forced,challenge
1606b0e6_1,"[2793.96, 2798.95]",pass,play
1606b0e6_1,"[2800.39, 2802.89]",cross,play
1606b0e6_1,"[2807.94, 2810.44]",pass,play
1606b0e6_1,"[2816.23, 2822.99]",pass,play
1606b0e6_1,"[2826.72, 2829.22]",pass,play
1606b0e6_1,"[2829.46, 2833.32]",pass,play
1606b0e6_1,"[2834.95, 2837.45]",pass,play
1606b0e6_1,"[2837.81, 2841.68]",pass,play
1606b0e6_1,"[2842.91, 2845.41]",pass,play
1606b0e6_1,"[2851.19, 2855.34]",pass,play
1606b0e6_1,"[2857.39, 2864.39]",pass,play
1606b0e6_1,"[2865.77, 2870.63]",pass,play
1606b0e6_1,"[2873.27, 2875.77]",pass,play
1606b0e6_1,"[2877.13, 2879.21]",pass,play
1606b0e6_1,"[2879.21, 2881.48]",ball_action_forced,challenge
1606b0e6_1,"[2881.64, 2884.14]",pass,play
1606b0e6_1,"[2885.86, 2890.83]",pass,play
1606b0e6_1,"[2891.43, 2893.93]",pass,play
1606b0e6_1,"[2894.85, 2897.35]",pass,play
1606b0e6_1,"[2899.29, 2905.78]",pass,play
1606b0e6_1,"[2909.51, 2914.26]",pass,play
1606b0e6_1,"[2914.45, 2924.78]",pass,play
1606b0e6_1,"[2926.93, 2929.43]",pass,play
1606b0e6_1,"[2929.6, 2933.9]",pass,play
1606b0e6_1,"[2935.72, 2938.22]",pass,play
1606b0e6_1,"[2938.34, 2942.32]",pass,play
1606b0e6_1,"[2943.7, 2947.73]",pass,play
1606b0e6_1,"[2947.73, 2949.63]",ball_action_forced,challenge
1606b0e6_1,"[2949.63, 2952.08]",pass,play
1606b0e6_1,"[2955.09, 2957.59]",challenge_during_ball_transfer,challenge
1606b0e6_1,"[2958.63, 2961.13]",pass,play
1606b0e6_1,"[2963.78, 2966.28]",pass,play
1606b0e6_1,"[2976.04, 2978.54]",pass,play
1606b0e6_1,"[2979.64, 2982.14]",pass,play
1606b0e6_1,"[2982.37, 2984.87]",opponent_dispossessed,challenge
1606b0e6_1,"[2987.36, 2991.62]",pass,play
1606b0e6_1,"[2991.76, 2994.61]",possession_retained,challenge
1606b0e6_1,"[2994.61, 2998.88]",pass,play
1606b0e6_1,"[3004.02, 3006.52]",opponent_dispossessed,challenge
1606b0e6_1,"[3054.7, 3056.77]",ball_action_forced,challenge
1606b0e6_1,"[3056.77, 3059.03]",pass,play
1606b0e6_1,"[3059.11, 3061.61]",pass,play
1606b0e6_1,"[3065.87, 3068.91]",pass,play
1606b0e6_1,"[3068.91, 3070.76]",challenge_during_ball_transfer,challenge
1606b0e6_1,"[3077.26, 3079.31]",pass,throwin
1606b0e6_1,"[3079.31, 3081.29]",pass,play
1606b0e6_1,"[3088.52, 3092.0]",pass,play
1606b0e6_1,"[3094.2, 3096.7]",opponent_rounded,challenge
1606b0e6_1,"[3100.89, 3103.39]",pass,play
1606b0e6_1,"[3104.48, 3109.06]",pass,play
1606b0e6_1,"[3111.21, 3113.71]",ball_action_forced,challenge
1606b0e6_1,"[3114.41, 3116.91]",pass,play
1606b0e6_1,"[3117.49, 3119.99]",fouled,challenge
1606b0e6_1,"[3126.02, 3128.52]",pass,play
1606b0e6_1,"[3130.75, 3133.25]",pass,play
1606b0e6_1,"[3173.58, 3176.08]",pass,play
1606b0e6_1,"[3178.52, 3180.71]",possession_retained,challenge
1606b0e6_1,"[3180.71, 3182.5]",pass,play
1606b0e6_1,"[3183.14, 3185.64]",cross,play
1606b0e6_1,"[3188.7, 3191.2]",pass,play
1606b0e6_1,"[3197.55, 3200.05]",pass,play
1606b0e6_1,"[3203.82, 3206.32]",pass,play
1606b0e6_1,"[3207.34, 3209.84]",pass,play
1606b0e6_1,"[3215.82, 3218.32]",opponent_dispossessed,challenge
1606b0e6_1,"[3222.52, 3225.02]",pass,play
1606b0e6_1,"[3227.03, 3229.53]",pass,play
1606b0e6_1,"[3233.09, 3235.59]",pass,play
1606b0e6_1,"[3237.63, 3240.13]",pass,play
1606b0e6_1,"[3241.45, 3243.95]",pass,play
1606b0e6_1,"[3247.72, 3250.22]",pass,play
1606b0e6_1,"[3251.45, 3253.95]",pass,play
1606b0e6_1,"[3257.53, 3260.03]",pass,play
1606b0e6_1,"[3271.36, 3278.37]",pass,play
1606b0e6_1,"[3282.38, 3284.88]",pass,play
1606b0e6_1,"[3288.58, 3291.08]",pass,play
1606b0e6_1,"[3291.96, 3294.46]",possession_retained,challenge
1606b0e6_1,"[3296.22, 3298.72]",pass,play
1606b0e6_1,"[3301.87, 3304.37]",pass,play
1606b0e6_1,"[3306.42, 3308.92]",opponent_dispossessed,challenge
1606b0e6_1,"[3328.56, 3331.06]",cross,throwin
1606b0e6_1,"[3337.48, 3339.98]",possession_retained,challenge
1606b0e6_1,"[3340.55, 3345.15]",pass,play
1606b0e6_1,"[3347.25, 3349.75]",pass,play
1606b0e6_1,"[3351.2, 3353.7]",pass,play
1606b0e6_1,"[3354.11, 3356.61]",pass,play
1606b0e6_1,"[3357.02, 3359.52]",fouled,challenge
1606b0e6_1,"[3363.55, 3366.05]",pass,play
1606b0e6_1,"[3372.24, 3374.74]",pass,play
1606b0e6_1,"[3375.3, 3377.8]",pass,play
1606b0e6_1,"[3385.23, 3387.73]",pass,play
35bd9041_0,"[175.03, 177.53]",pass,play
35bd9041_0,"[177.75, 180.25]",ball_action_forced,challenge
35bd9041_0,"[188.14, 190.39]",pass,throwin
35bd9041_0,"[190.39, 192.79]",fouled,challenge
35bd9041_0,"[203.67, 206.17]",pass,play
35bd9041_0,"[210.07, 212.57]",pass,play
35bd9041_0,"[213.69, 216.19]",pass,play
35bd9041_0,"[216.65, 219.15]",pass,play
35bd9041_0,"[239.26, 241.76]",pass,throwin
35bd9041_0,"[242.09, 244.59]",opponent_dispossessed,challenge
35bd9041_0,"[247.74, 250.24]",pass,play
35bd9041_0,"[254.18, 256.68]",fouled,challenge
35bd9041_0,"[259.89, 262.39]",pass,play
35bd9041_0,"[263.52, 266.02]",pass,play
35bd9041_0,"[266.36, 268.86]",pass,play
35bd9041_0,"[273.66, 276.16]",pass,play
35bd9041_0,"[276.81, 279.31]",pass,play
35bd9041_0,"[283.15, 285.65]",pass,play
35bd9041_0,"[288.09, 290.59]",pass,play
35bd9041_0,"[290.9, 293.4]",pass,play
35bd9041_0,"[296.29, 298.79]",pass,play
35bd9041_0,"[305.0, 307.5]",pass,play
35bd9041_0,"[308.02, 310.52]",pass,play
35bd9041_0,"[314.72, 317.22]",pass,play
35bd9041_0,"[317.34, 319.84]",pass,play
35bd9041_0,"[321.01, 323.51]",pass,play
35bd9041_0,"[323.99, 326.49]",pass,play
35bd9041_0,"[326.57, 329.07]",pass,play
35bd9041_0,"[355.36, 357.86]",cross,play
35bd9041_0,"[361.26, 363.76]",pass,play
35bd9041_0,"[366.09, 370.89]",pass,play
35bd9041_0,"[375.19, 381.75]",pass,play
35bd9041_0,"[382.56, 387.41]",pass,play
35bd9041_0,"[389.82, 392.32]",pass,play
35bd9041_0,"[406.66, 410.66]",pass,play
35bd9041_0,"[411.63, 414.13]",pass,play
35bd9041_0,"[419.43, 421.93]",pass,play
35bd9041_0,"[425.39, 430.18]",pass,play
35bd9041_0,"[433.28, 435.78]",pass,play
35bd9041_0,"[439.33, 443.52]",pass,play
35bd9041_0,"[444.4, 448.4]",pass,play
35bd9041_0,"[450.48, 452.98]",fouled,challenge
35bd9041_0,"[548.44, 555.22]",pass,play
35bd9041_0,"[556.04, 558.54]",pass,play
35bd9041_0,"[559.22, 561.72]",pass,play
35bd9041_0,"[562.31, 564.81]",pass,play
35bd9041_0,"[570.36, 572.86]",pass,play
35bd9041_0,"[594.38, 596.88]",ball_action_forced,challenge
35bd9041_0,"[597.06, 599.56]",pass,play
35bd9041_0,"[599.65, 602.15]",pass,play
35bd9041_0,"[604.83, 607.33]",pass,play
35bd9041_0,"[614.05, 616.55]",pass,play
35bd9041_0,"[617.99, 620.49]",pass,play
35bd9041_0,"[620.92, 623.42]",pass,play
35bd9041_0,"[623.91, 627.94]",pass,play
35bd9041_0,"[631.61, 636.27]",pass,play
35bd9041_0,"[636.63, 639.51]",pass,play
35bd9041_0,"[639.51, 641.39]",possession_retained,challenge
35bd9041_0,"[645.34, 647.84]",fouled,challenge
35bd9041_0,"[650.24, 652.74]",pass,play
35bd9041_0,"[653.91, 656.41]",pass,play
35bd9041_0,"[657.29, 661.68]",pass,play
35bd9041_0,"[662.14, 666.39]",pass,play
35bd9041_0,"[670.94, 673.44]",pass,play
35bd9041_0,"[673.95, 676.45]",pass,play
35bd9041_0,"[676.82, 679.32]",pass,play
35bd9041_0,"[686.63, 689.13]",pass,play
35bd9041_0,"[694.15, 698.44]",pass,play
35bd9041_0,"[701.26, 703.76]",fouled,challenge
35bd9041_0,"[723.65, 726.15]",pass,play
35bd9041_0,"[731.64, 734.14]",pass,play
35bd9041_0,"[739.22, 741.72]",pass,play
35bd9041_0,"[743.6, 746.1]",pass,play
35bd9041_0,"[750.87, 753.37]",pass,play
35bd9041_0,"[756.18, 758.68]",pass,play
35bd9041_0,"[759.37, 761.87]",pass,play
35bd9041_0,"[767.55, 770.05]",pass,play
35bd9041_0,"[779.34, 781.84]",pass,play
35bd9041_0,"[786.06, 788.56]",pass,play
35bd9041_0,"[793.28, 798.25]",pass,play
35bd9041_0,"[799.6, 802.1]",pass,play
35bd9041_0,"[802.85, 805.35]",opponent_rounded,challenge
35bd9041_0,"[813.72, 816.22]",pass,play
35bd9041_0,"[817.19, 819.69]",opponent_rounded,challenge
35bd9041_0,"[832.24, 834.74]",pass,throwin
35bd9041_0,"[839.71, 842.21]",pass,play
35bd9041_0,"[842.23, 849.2]",pass,play
35bd9041_0,"[849.92, 852.42]",pass,play
35bd9041_0,"[854.01, 856.51]",fouled,challenge
35bd9041_0,"[909.65, 912.15]",pass,play
35bd9041_0,"[915.84, 918.34]",pass,play
35bd9041_0,"[919.08, 921.58]",pass,play
35bd9041_0,"[922.6, 925.1]",pass,play
35bd9041_0,"[926.41, 928.91]",ball_action_forced,challenge
35bd9041_0,"[930.82, 933.32]",pass,play
35bd9041_0,"[935.86, 940.5]",pass,play
35bd9041_0,"[940.68, 943.18]",pass,play
35bd9041_0,"[944.44, 946.94]",pass,play
35bd9041_0,"[949.69, 952.19]",pass,play
35bd9041_0,"[964.67, 967.17]",pass,play
35bd9041_0,"[970.6, 973.1]",opponent_dispossessed,challenge
35bd9041_0,"[992.92, 995.42]",pass,play
35bd9041_0,"[999.13, 1001.63]",pass,play
35bd9041_0,"[1002.95, 1005.45]",pass,play
35bd9041_0,"[1006.27, 1008.77]",pass,play
35bd9041_0,"[1010.65, 1012.49]",pass,play
35bd9041_0,"[1012.49, 1015.52]",ball_action_forced,challenge
35bd9041_0,"[1015.77, 1018.27]",pass,play
35bd9041_0,"[1024.13, 1026.63]",pass,play
35bd9041_0,"[1029.79, 1033.76]",pass,play
35bd9041_0,"[1035.21, 1040.07]",pass,play
35bd9041_0,"[1042.46, 1047.24]",pass,play
35bd9041_0,"[1051.93, 1054.43]",pass,play
35bd9041_0,"[1054.7, 1059.17]",pass,play
35bd9041_0,"[1066.34, 1070.95]",pass,play
35bd9041_0,"[1078.4, 1080.19]",pass,throwin
35bd9041_0,"[1080.19, 1082.65]",pass,play
35bd9041_0,"[1086.44, 1088.94]",pass,play
35bd9041_0,"[1090.12, 1092.62]",pass,play
35bd9041_0,"[1093.47, 1095.97]",pass,play
35bd9041_0,"[1096.38, 1098.88]",pass,play
35bd9041_0,"[1104.39, 1106.89]",pass,play
35bd9041_0,"[1110.06, 1112.56]",pass,play
35bd9041_0,"[1115.59, 1118.09]",pass,play
35bd9041_0,"[1121.68, 1124.18]",pass,play
35bd9041_0,"[1127.42, 1129.92]",pass,play
35bd9041_0,"[1149.59, 1152.09]",pass,play
35bd9041_0,"[1152.68, 1155.18]",pass,play
35bd9041_0,"[1157.72, 1160.22]",pass,play
35bd9041_0,"[1165.07, 1167.57]",fouled,challenge
35bd9041_0,"[1183.76, 1186.26]",pass,play
35bd9041_0,"[1191.51, 1194.01]",pass,play
35bd9041_0,"[1195.89, 1198.39]",pass,play
35bd9041_0,"[1198.54, 1201.04]",pass,play
35bd9041_0,"[1207.63, 1210.13]",pass,play
35bd9041_0,"[1211.35, 1213.85]",pass,play
35bd9041_0,"[1218.37, 1220.87]",pass,play
35bd9041_0,"[1223.72, 1226.22]",pass,play
35bd9041_0,"[1262.93, 1265.27]",challenge_during_ball_transfer,challenge
35bd9041_0,"[1265.27, 1267.86]",pass,play
35bd9041_0,"[1269.61, 1272.11]",fouled,challenge
35bd9041_0,"[1358.45, 1360.95]",pass,play
35bd9041_0,"[1363.94, 1366.44]",pass,play
35bd9041_0,"[1367.61, 1370.11]",pass,play
35bd9041_0,"[1373.57, 1376.07]",pass,play
35bd9041_0,"[1397.35, 1401.53]",pass,play
35bd9041_0,"[1401.53, 1404.09]",challenge_during_ball_transfer,challenge
35bd9041_0,"[1404.09, 1406.34]",pass,play
35bd9041_0,"[1408.0, 1410.5]",pass,play
35bd9041_0,"[1410.75, 1413.25]",fouled,challenge
35bd9041_0,"[1423.62, 1426.12]",pass,play
35bd9041_0,"[1428.11, 1438.74]",pass,play
35bd9041_0,"[1440.0, 1441.91]",pass,play
35bd9041_0,"[1441.91, 1444.36]",fouled,challenge
35bd9041_0,"[1455.72, 1458.22]",pass,play
35bd9041_0,"[1463.53, 1466.03]",pass,play
35bd9041_0,"[1466.73, 1470.72]",pass,play
35bd9041_0,"[1480.34, 1482.84]",pass,play
35bd9041_0,"[1484.38, 1486.88]",pass,play
35bd9041_0,"[1487.01, 1489.51]",pass,play
35bd9041_0,"[1491.02, 1493.52]",pass,play
35bd9041_0,"[1495.03, 1497.53]",pass,play
35bd9041_0,"[1499.82, 1502.32]",pass,play
35bd9041_0,"[1502.89, 1505.39]",pass,play
35bd9041_0,"[1509.86, 1512.36]",pass,play
35bd9041_0,"[1516.15, 1518.65]",pass,play
35bd9041_0,"[1520.52, 1523.02]",pass,play
35bd9041_0,"[1524.65, 1527.15]",pass,play
35bd9041_0,"[1539.37, 1541.87]",pass,throwin
35bd9041_0,"[1550.01, 1552.51]",pass,play
35bd9041_0,"[1552.82, 1555.32]",pass,play
35bd9041_0,"[1562.94, 1567.91]",ball_action_forced,challenge
35bd9041_0,"[1702.44, 1704.87]",pass,throwin
35bd9041_0,"[1704.87, 1707.16]",ball_action_forced,challenge
35bd9041_0,"[1726.22, 1728.72]",challenge_during_ball_transfer,challenge
35bd9041_0,"[1729.0, 1731.5]",pass,play
35bd9041_0,"[1735.41, 1740.39]",pass,play
35bd9041_0,"[1741.0, 1743.5]",pass,play
35bd9041_0,"[1746.2, 1748.7]",pass,play
35bd9041_0,"[1749.25, 1751.75]",pass,play
35bd9041_0,"[1765.32, 1767.82]",pass,play
35bd9041_0,"[1768.45, 1770.95]",pass,play
35bd9041_0,"[1775.19, 1780.1]",pass,play
35bd9041_0,"[1795.01, 1797.51]",pass,play
35bd9041_0,"[1815.44, 1818.07]",pass,throwin
35bd9041_0,"[1818.07, 1820.26]",challenge_during_ball_transfer,challenge
35bd9041_0,"[1820.48, 1822.98]",pass,play
35bd9041_0,"[1823.81, 1826.31]",pass,play
35bd9041_0,"[1827.49, 1832.02]",pass,play
35bd9041_0,"[1832.72, 1835.22]",pass,play
35bd9041_0,"[1835.91, 1840.77]",pass,play
35bd9041_0,"[1863.63, 1866.13]",pass,play
35bd9041_0,"[1867.62, 1870.12]",challenge_during_ball_transfer,challenge
35bd9041_0,"[1946.1, 1948.6]",pass,play
35bd9041_0,"[1961.79, 1966.65]",pass,play
35bd9041_0,"[1966.8, 1969.3]",pass,play
35bd9041_0,"[1969.49, 1971.99]",pass,play
35bd9041_0,"[1973.17, 1975.67]",pass,play
35bd9041_0,"[1979.84, 1982.34]",pass,play
35bd9041_0,"[1984.72, 1987.22]",pass,play
35bd9041_0,"[1989.59, 1992.09]",pass,play
35bd9041_0,"[1992.46, 1994.96]",pass,play
35bd9041_0,"[1995.51, 1999.5]",pass,play
35bd9041_0,"[2005.64, 2008.14]",pass,play
35bd9041_0,"[2008.73, 2011.23]",pass,play
35bd9041_0,"[2011.4, 2013.9]",pass,play
35bd9041_0,"[2015.94, 2018.44]",pass,play
35bd9041_0,"[2019.39, 2021.89]",pass,play
35bd9041_0,"[2023.97, 2026.47]",pass,play
35bd9041_0,"[2027.14, 2029.64]",cross,play
35bd9041_0,"[2052.31, 2054.81]",cross,play
35bd9041_0,"[2055.14, 2057.64]",challenge_during_ball_transfer,challenge
35bd9041_0,"[2067.24, 2069.74]",pass,play
35bd9041_0,"[2073.21, 2075.71]",pass,play
35bd9041_0,"[2076.34, 2078.84]",pass,play
35bd9041_0,"[2079.9, 2082.4]",pass,play
35bd9041_0,"[2085.86, 2088.36]",pass,play
35bd9041_0,"[2121.08, 2123.58]",pass,play
35bd9041_0,"[2125.89, 2128.39]",pass,play
35bd9041_0,"[2128.52, 2135.32]",pass,play
35bd9041_0,"[2135.76, 2138.26]",pass,play
35bd9041_0,"[2139.34, 2141.84]",pass,play
35bd9041_0,"[2142.72, 2145.22]",pass,play
35bd9041_0,"[2147.51, 2150.01]",pass,play
35bd9041_0,"[2152.53, 2155.03]",pass,play
35bd9041_0,"[2156.86, 2159.36]",pass,play
35bd9041_0,"[2162.01, 2164.51]",pass,play
35bd9041_0,"[2166.26, 2168.76]",pass,play
35bd9041_0,"[2171.6, 2174.1]",pass,play
35bd9041_0,"[2174.92, 2177.42]",possession_retained,challenge
35bd9041_0,"[2178.58, 2181.08]",pass,play
35bd9041_0,"[2184.91, 2187.41]",fouled,challenge
35bd9041_0,"[2218.56, 2221.06]",pass,play
35bd9041_0,"[2224.26, 2226.76]",pass,play
35bd9041_0,"[2228.51, 2231.01]",pass,play
35bd9041_0,"[2235.8, 2238.3]",pass,play
35bd9041_0,"[2259.79, 2262.29]",pass,throwin
35bd9041_0,"[2263.15, 2265.65]",pass,play
35bd9041_0,"[2272.51, 2275.01]",challenge_during_ball_transfer,challenge
35bd9041_0,"[2280.59, 2283.09]",pass,play
35bd9041_0,"[2308.93, 2315.99]",pass,play
35bd9041_0,"[2318.9, 2321.4]",pass,play
35bd9041_0,"[2326.98, 2329.48]",pass,play
35bd9041_0,"[2333.15, 2335.65]",pass,play
35bd9041_0,"[2336.17, 2338.67]",pass,play
35bd9041_0,"[2341.82, 2344.32]",pass,play
35bd9041_0,"[2352.14, 2354.64]",pass,play
35bd9041_0,"[2355.72, 2358.22]",pass,play
35bd9041_0,"[2359.35, 2363.07]",pass,play
35bd9041_0,"[2363.75, 2366.25]",pass,play
35bd9041_0,"[2367.89, 2370.39]",cross,play
35bd9041_0,"[2376.37, 2378.87]",ball_action_forced,challenge
35bd9041_0,"[2379.45, 2381.95]",pass,play
35bd9041_0,"[2382.57, 2387.45]",pass,play
35bd9041_0,"[2387.99, 2390.49]",pass,play
35bd9041_0,"[2392.04, 2394.54]",pass,play
35bd9041_0,"[2438.62, 2441.12]",pass,play
35bd9041_0,"[2441.19, 2445.59]",pass,play
35bd9041_0,"[2445.93, 2449.52]",pass,play
35bd9041_0,"[2453.76, 2456.26]",pass,play
35bd9041_0,"[2456.28, 2458.78]",pass,play
35bd9041_0,"[2460.04, 2464.69]",pass,play
35bd9041_0,"[2464.69, 2466.53]",opponent_dispossessed,challenge
35bd9041_0,"[2468.85, 2471.35]",pass,play
35bd9041_0,"[2484.09, 2488.25]",pass,play
35bd9041_0,"[2489.79, 2492.29]",pass,play
35bd9041_0,"[2493.04, 2495.54]",pass,play
35bd9041_0,"[2497.28, 2499.78]",pass,play
35bd9041_0,"[2516.09, 2518.59]",pass,play
35bd9041_0,"[2519.75, 2521.29]",pass,play
